customer_key,customer_id,customer_number,customer_name,customer_age,total_sales,total_quantity,total_order,total_products,last_order_date,lifespan,customer_segment,customer_age_group,recency,avg_order_value,avg_monthly_spend
922,11921,AW00011921,"Gilbert Zhu",55,252,20,3,5,2013-11-23,2,New,"Above 50",146,84.0000,126.0000
923,11922,AW00011922,"James Davis",41,1104,48,5,10,2013-10-23,8,New,40-49,147,220.8000,138.0000
924,11923,AW00011923,"Sarah Bryant",40,172,8,2,2,2014-01-09,10,New,40-49,145,86.0000,17.2000
925,11924,AW00011924,"Ian Long",40,23588,20,2,5,2013-06-19,19,VIP,40-49,151,11794.0000,1241.4737
926,11925,AW00011925,"Ashlee Jai",41,23872,20,2,5,2013-06-19,20,VIP,40-49,151,11936.0000,1193.6000
927,11926,AW00011926,"Eduardo Foster",42,192,12,2,3,2013-06-18,1,New,40-49,151,96.0000,192.0000
928,11927,AW00011927,"Nicole Murphy",42,208,12,2,3,2014-01-28,0,New,40-49,144,104.0000,208
929,11928,AW00011928,"Isabella Morris",41,192,12,2,3,2013-12-13,6,New,40-49,146,96.0000,32.0000
930,11929,AW00011929,"Virginia Gonzalez",63,19860,32,3,7,2013-12-17,26,VIP,"Above 50",145,6620.0000,763.8462
931,11930,AW00011930,"Jaclyn Nara",73,20140,20,3,5,2013-12-16,26,VIP,"Above 50",145,6713.3333,774.6154
932,11931,AW00011931,"Marcus Adams",41,936,28,2,7,2013-11-03,8,New,40-49,147,468.0000,117.0000
933,11932,AW00011932,"Elizabeth Coleman",42,544,24,2,6,2013-07-25,2,New,40-49,150,272.0000,272.0000
934,11933,AW00011933,"Mathew Rubio",43,23732,12,2,3,2013-06-27,20,VIP,40-49,151,11866.0000,1186.6000
935,11934,AW00011934,"Justin Shan",42,23976,20,2,5,2013-06-10,18,VIP,40-49,152,11988.0000,1332.0000
936,11935,AW00011935,"Jessica Taylor",42,140,4,1,1,2013-06-06,0,New,40-49,152,140.0000,140
937,11936,AW00011936,"Hunter Clark",43,168,12,1,3,2013-04-05,0,New,40-49,154,168.0000,168
938,11937,AW00011937,"Devin Perez",43,23552,16,2,4,2013-07-02,20,VIP,40-49,151,11776.0000,1177.6000
939,11938,AW00011938,"Seth Alexander",42,172,8,2,2,2014-01-09,10,New,40-49,145,86.0000,17.2000
940,11939,AW00011939,"Kevin Washington",43,23908,20,2,5,2013-06-19,19,VIP,40-49,151,11954.0000,1258.3158
941,11940,AW00011940,"Tyler Miller",43,280,8,2,2,2013-12-25,4,New,40-49,145,140.0000,70.0000
942,11941,AW00011941,"Adam Roberts",43,436,20,2,5,2013-11-02,2,New,40-49,147,218.0000,218.0000
943,11942,AW00011942,"George Gonzalez",71,19308,32,3,6,2013-12-19,26,VIP,"Above 50",145,6436.0000,742.6154
944,11943,AW00011943,"Dawn Huang",71,18936,28,3,7,2013-12-13,25,VIP,"Above 50",146,6312.0000,757.4400
945,11944,AW00011944,"Rachael Rodriguez",69,19104,36,3,8,2013-12-20,26,VIP,"Above 50",145,6368.0000,734.7692
946,11945,AW00011945,"Dennis Huang",39,23640,16,2,4,2013-09-28,22,VIP,30-39,148,11820.0000,1074.5455
947,11946,AW00011946,"Brandy Saunders",69,18788,20,3,5,2013-12-22,26,VIP,"Above 50",145,6262.6667,722.6154
948,11947,AW00011947,"Jenny Zheng",68,18988,24,3,6,2013-12-27,26,VIP,"Above 50",145,6329.3333,730.3077
949,11948,AW00011948,"Tasha Xu",69,328,16,2,4,2013-10-06,1,New,"Above 50",148,164.0000,328.0000
950,11949,AW00011949,"Julia Brooks",39,280,8,2,2,2013-09-24,2,New,30-39,148,140.0000,140.0000
951,11950,AW00011950,"Jordan Carter",40,440,16,2,4,2013-11-07,8,New,40-49,147,220.0000,55.0000
952,11951,AW00011951,"Lacey Huang",68,252,32,3,6,2013-11-12,2,New,"Above 50",147,84.0000,126.0000
953,11952,AW00011952,"Dorothy Robinson",65,32676,28,3,7,2013-08-07,22,VIP,"Above 50",150,10892.0000,1485.2727
954,11953,AW00011953,"Courtney Wright",44,260,24,2,6,2013-09-16,7,New,40-49,148,130.0000,37.1429
955,11954,AW00011954,"Joseph Garcia",45,23640,16,2,4,2013-06-18,19,VIP,40-49,151,11820.0000,1244.2105
956,11955,AW00011955,"Gabriel Green",45,23812,12,2,3,2013-06-28,19,VIP,40-49,151,11906.0000,1253.2632
957,11956,AW00011956,"Alexandria Sandberg",40,23492,8,2,2,2013-06-01,19,VIP,40-49,152,11746.0000,1236.4211
958,11957,AW00011957,"Courtney Hernandez",47,364,24,2,6,2014-01-08,10,New,40-49,145,182.0000,36.4000
959,11958,AW00011958,"Dylan Lal",47,640,20,2,5,2013-11-10,4,New,40-49,147,320.0000,160.0000
960,11959,AW00011959,"Elizabeth Davis",47,556,16,2,4,2013-11-10,7,New,40-49,147,278.0000,79.4286
961,11960,AW00011960,"Ana Griffin",47,300,12,2,3,2013-07-28,4,New,40-49,150,150.0000,75.0000
962,11961,AW00011961,"Anne Alvarez",47,288,12,2,3,2013-10-08,7,New,40-49,148,144.0000,41.1429
963,11962,AW00011962,"Alexandra Roberts",43,412,16,2,4,2013-08-16,0,New,40-49,149,206.0000,412
964,11963,AW00011963,"Antonio Patterson",65,32272,20,3,5,2013-08-23,22,VIP,"Above 50",149,10757.3333,1466.9091
965,11964,AW00011964,"Sharon Salavaria",59,32692,24,3,6,2013-08-09,21,VIP,"Above 50",150,10897.3333,1556.7619
966,11965,AW00011965,"Katie She",63,472,24,3,6,2013-12-01,9,New,"Above 50",146,157.3333,52.4444
967,11966,AW00011966,"Rafael Black",59,220,16,3,4,2013-12-18,1,New,"Above 50",145,73.3333,220.0000
968,11967,AW00011967,"Latasha Munoz",63,32612,24,3,6,2013-08-07,21,VIP,"Above 50",150,10870.6667,1552.9524
969,11968,AW00011968,"Kelsey Becker",61,32316,12,3,3,2013-08-17,21,VIP,"Above 50",149,10772.0000,1538.8571
970,11969,AW00011969,"Randy Xu",62,32692,24,3,6,2013-08-16,21,VIP,"Above 50",149,10897.3333,1556.7619
971,11970,AW00011970,"Bailey Collins",41,440,16,2,3,2013-09-21,3,New,40-49,148,220.0000,146.6667
972,11971,AW00011971,"Amanda Adams",46,536,20,2,5,2013-11-25,7,New,40-49,146,268.0000,76.5714
973,11972,AW00011972,"Katherine Williams",46,260,24,2,6,2013-12-22,1,New,40-49,145,130.0000,260.0000
974,11973,AW00011973,"Caroline Barnes",46,356,20,2,5,2013-03-10,0,New,40-49,155,178.0000,356
975,11974,AW00011974,"Randy Sun",46,452,24,2,6,2013-12-05,1,New,40-49,146,226.0000,452.0000
976,11975,AW00011975,"Destiny Garcia",45,836,24,2,6,2013-10-14,2,New,40-49,147,418.0000,418.0000
977,11976,AW00011976,"Audrey Ramos",55,32348,24,3,6,2013-08-25,22,VIP,"Above 50",149,10782.6667,1470.3636
978,11977,AW00011977,"Bonnie Jai",61,32852,32,3,8,2013-08-15,21,VIP,"Above 50",149,10950.6667,1564.3810
979,11978,AW00011978,"Jackson Washington",48,300,12,2,3,2013-11-13,9,New,40-49,147,150.0000,33.3333
980,11979,AW00011979,"Christopher Johnson",63,19256,32,2,8,2013-05-08,2,New,"Above 50",153,9628.0000,9628.0000
981,11980,AW00011980,"Kimberly Richardson",62,432,20,2,5,2013-11-28,2,New,"Above 50",146,216.0000,216.0000
982,11981,AW00011981,"Alexandria Howard",63,480,24,2,6,2014-01-28,9,New,"Above 50",144,240.0000,53.3333
983,11982,AW00011982,"Alexandra Foster",63,420,20,2,5,2013-10-02,1,New,"Above 50",148,210.0000,420.0000
984,11983,AW00011983,"Cheryl Ortega",57,23492,8,2,2,2013-02-21,15,VIP,"Above 50",155,11746.0000,1566.1333
985,11984,AW00011984,"Alex Campbell",63,18920,24,2,6,2013-05-06,2,New,"Above 50",153,9460.0000,9460.0000
986,11985,AW00011985,"Melanie Hughes",62,360,12,2,3,2014-01-05,10,New,"Above 50",145,180.0000,36.0000
987,11986,AW00011986,"Max Alvarez",57,32980,44,3,11,2013-08-27,21,VIP,"Above 50",149,10993.3333,1570.4762
988,11987,AW00011987,"Diane Vazquez",52,1112,32,3,7,2013-11-10,4,New,"Above 50",147,370.6667,278.0000
989,11988,AW00011988,"Kathryn Chapman",57,32312,24,3,6,2013-08-06,20,VIP,"Above 50",150,10770.6667,1615.6000
990,11989,AW00011989,"Kara Anand",41,32560,20,3,5,2013-08-06,21,VIP,40-49,150,10853.3333,1550.4762
991,11990,AW00011990,"Joanna Vazquez",58,32656,28,3,6,2013-08-22,21,VIP,"Above 50",149,10885.3333,1555.0476
992,11991,AW00011991,"Frederick Martinez",58,32512,24,3,6,2013-12-19,25,VIP,"Above 50",145,10837.3333,1300.4800
993,11992,AW00011992,"Tonya Chande",53,32492,20,3,5,2013-12-11,24,VIP,"Above 50",146,10830.6667,1353.8333
994,11993,AW00011993,"Rosa Wang",48,32524,28,3,7,2013-12-23,25,VIP,40-49,145,10841.3333,1300.9600
995,11994,AW00011994,"Leah Hu",48,32676,20,3,5,2013-08-23,20,VIP,40-49,149,10892.0000,1633.8000
996,11995,AW00011995,"Kelvin Carson",60,32996,28,3,7,2013-12-10,25,VIP,"Above 50",146,10998.6667,1319.8400
997,11996,AW00011996,"Veronica Srini",60,28236,44,3,10,2013-08-02,20,VIP,"Above 50",150,9412.0000,1411.8000
998,11997,AW00011997,"Kristina Kapoor",54,28120,28,3,7,2013-08-14,21,VIP,"Above 50",149,9373.3333,1339.0476
999,11998,AW00011998,"Donna Sharma",60,27848,28,3,7,2013-08-28,21,VIP,"Above 50",149,9282.6667,1326.0952
1000,11999,AW00011999,"Johnny Shan",60,28172,36,3,9,2013-08-02,20,VIP,"Above 50",150,9390.6667,1408.6000
